Item ID,Item Description,Qty on Hand,Avg Cost,Item Value
SY-21170309,System Recovery 2011 Small Bus,,333.72,
SY-21170310,SYSTEM RECOV SB 2011 ESS 12 MO,,347.86,
sy-21170312,System Recovery 2011 Desktop w,,49.28,
SY-21170317,System Recovery 2011 Desktop w,,,
SY-21170318,System Recovery 2011 Server w/,,567.80,
SY-21182299,ENDPOINT PROT 12.1 10U BAS,,155.00,
SY-21182300,ENDPOINT PROT 12.1 25U BAS,,307.47,
SY-21182302,ENDPOINT PROT 12.1 5U BAS,,60.00,-0.01
SY-21182317,ENDPOINT PROT 12.1 10U BAS ES,,177.00,
SY-21182318,ENDPOINT PROT 12.1 25U ENT,,342.00,
SY-21182356,ENDPOINT PROTECTION 12.1 MEDIA,,31.38,
SY-21182381,ENDPOINT PROT 12.1 5U ESS,,60.00,
SY-21182454,ENDPOINT SB 12.1 10U,,105.00,
SY-21182455,ENDPOINT SB 12.1 25U,,199.00,
SY-21182456,ENDPOINT SB 12.1 5U,,58.00,
SY-21182570,ENDPOINT SB 12.1 10U ES,30.00,120.00,"3,600.00"
SY-21182577,ENDPOINT SB 12.1 25U ES,45.00,225.00,"10,125.00"
SY-21182578,ENDPOINT PROT 12.1 5U SB ESS,50.00,59.85,"2,992.51"
SY-21182849,ENDPT PROT 12.1 RNWL 25 USERS,,472.99,
SY-21182851,ENDPT PRO 12.1 10 USR RNW 12MO,,213.57,
SY-21182852,ENDPOINT PRO 12.1 25USER REN,,,
SY-21182856,SEP SBE 12.1 10U RENEWAL,,,
SY-21182857,EP SBE 12.1 25USER RENEWAL,,320.68,
SY-21182858,EP SBE 12.1 5USER RENEWAL,,,
SY-21182859,ENDPT PROT SBE 12.1 RNWL 10U,,179.49,
SY-21183218,ENDPOINT PROT 12.1 25U BAS ES,,342.00,
SY-21196208,EP PROT SBE 12.1 PROMO 50-99,,5.40,
SY-21196209,EP PROT 12.1 SBE 1U PROMO BAS,,5.64,
SY-21196212,EP PROT SBE 12.1 PROMO ESSTL,,7.35,
SY-21196230,EP PROT SBE PROMO,,7.01,
SY-21196254,EP PROT 12.1 PROMO,,10.36,
SY-21196255,EP PROT 12.1 PROMO,,8.31,
SY-21196265,EP PROT 12.1 PROMO,,7.64,
SY-21196269,PROMO EP 12.1 ESSEN 12MO,,7.97,
SY-21196283,EP PROT 12.1 ESSTL PROMO,,10.85,
SY-21197176,NORTON AV 2012 3U,,21.78,
SY-21197177,AV 2012 1USER,,,
SY-21197178,NORTON AV 2012 10U,1.00,71.00,71.00
SY-21197179,NORTON AV 2012 5U,,36.50,
SY-21197210DSP,NORTON AV 2012 OEM 1U,,7.00,
SY-21197355,NORTON IS 2012 5U,,49.50,
SY-21197367DSP,NORTON IS 2012 OEM 1U,1.00,13.01,13.01
SY-21197388,NORTON IS 2012 3U,,29.00,
SY-21197389,NORTON IS 2012 10U,,82.00,
SY-21201825,Norton Antivirus for Mac 2012,,20.00,
SY-21201846,Norton IS 5 for Mac,,67.49,
SY-21217960,Backup Exec 2012 MAO Essential,,138.89,
SY-21217962,Backup Exec 2012 Exchange Mail,5.00,130.00,650.00
SY-21217968,BE 2012 DEDUP OPT BAS,1.00,728.20,728.20
SY-21217974,BE 2012 AGT RMT MEDIA BAS,5.00,387.20,"1,936.00"
SY-21217977,BE 2012 LIB EXP OPT BAS,,485.10,
SY-21217983,BE 2012 AGT FOR LINUX BAS,4.00,192.50,770.00
SY-21217986,BE 2012 AGT FOR MAC BAS,10.00,191.25,"1,912.50"
SY-21217990,BE 2012 Agent for VMw HV Es,,820.00,
SY-21217992,BE 2012 AGT FOR VMWARE BAS,,770.00,
SY-21217993,BE 2012 WIN SBS SVR ESSEN,,475.00,
SY-21218001,BE 2012 WIN SBS SVR BASIC,,405.00,
SY-21218005,BE 2012 WIN SVR ESSEN,,495.00,
SY-21218014,BE 2012 WIN SVR BASIC,,410.00,
SY-21218016,BE 2012 AGT WINDOWS SVR ESSEN,,285.00,
SY-21218017,BE 2012 AGENT FOR WIN BASIC,,245.00,
SY-21218064,BE 2012 AGT APPS AND DB ESSEN,,440.00,
SY-21218066,BE 2012 AGT APPS AND DB BAS,,345.00,
SY-21218072,BE 2012 SB AGENT WIN ESS,1.00,450.00,450.00
SY-21218073,BE 2012 AGT FOR SBS BAS,,387.20,
SY-21218629,NORTON 360 6.0 3U,,49.00,
SY-21228553,BE 2012 FST FWD AGT APPS DBS,,249.30,
SY-21228562,BE 2012 FAST FWD SBE,,249.30,
SY-21228584,BE 2012 FST FWD WIN SVR,,249.30,
SY-21249786,NORTON AV 2013 1YEAR,,,
SY-21249867,NORTON AV 2013 5U,,55.00,
SY-21249868,NORTON AV 2013 3U,,17.00,
SY-21249890,NORTON AV 2013 10U,,85.00,
SY-21250132,NORTON IS 2013 10U,,167.69,
SY-21250179,NORTON IS 2013 5U,,94.46,
SY-21250184,NORTON IS 2013 3U,,24.00,
SY-21251926,Norton 360 2013 - 3 User,,25.00,
SY-21251952,NORTON 360 2013- 10USER,,,
SY-21251953,Norton 360 2013 - 5 User,,110.58,
SY-21252127,Norton 360 Premier 2013 - 3 U,,85.89,
SY-21252127DL,NORTON 360 PREMIER 3PC,,25.00,
SY-21252128,Norton 360 Premier 2013 1 user,,25.00,
SY-21252243,NORTON AV 2013 1PC,54.00,8.03,433.66
SY-21252243DL,NORTON AV 2013 1PC DL,,8.50,
SY-21252243FBA,NORTON  ANTIVIRUS 2013 1 USER/,,8.00,
SY-21252316,NORTON IS 2013 1PC,,12.00,
SY-21269048,NORTON UTILITIES 16.0,,42.96,
SY-21274739,BACKUP EXEC 2012 VRAY 8+,,638.06,
SY-21274762,BE 2012 AGT HYPERV ESTL PROMO,,351.54,
SY-21297854,NORTON AV 2014 1PC,,,
SY-21297863,ANTIVIRUS 2014- 3USER,,,
SY-21297970,NORTON INTERNET SECURITY 2014,,45.00,
SY-21297971,Norton Internet Security 2014,,167.62,
SY-21298332,NORTON 360 2014 3PC,2.00,30.85,61.70
SY-21298332DL,NORTON 360 2014 3PC DL,,15.00,
SY-21299305,NORTON AV 2014 3U,,,
SY-21299306,Norton Anti-Virus 2014 3PC,,24.00,
SY-21299315,NORTON AV 2014 1U FP,1.00,10.02,10.02
SY-21299315FBA,NORTON ANTIVIRUS 2014 1 USER/,,10.00,
SY-21299357,Norton Internet Security 2014,,12.50,
SY-21299484,Norton 360 2014 1 User,1.00,13.00,13.00
SY-21299485,NORTON 360 2014 3PC,,22.00,
SY-21319766,NORTON 360 2014 3PC 15MO,1.00,,
SY-21332618,Norton Security 2015 - 5 Devic,,46.00,
SY-21332674,Symantec Norton Security 2015,,55.00,
SY-25YKWZF0EI1ES,SYS REC 2011 SBS/WIN SVR ESST,,325.65,
SY-25YKWZU0EI1ES,SYS REC 11 SBE UPG ESSTL SUP,,237.26,
SY-2QZAOZC0EI1EB,PROTECTION STE SMB UPG ESS,,17.47,
SY-2QZAOZF0EI1EA,PROT STE SBE 4 ESST 1-24,,28.31,
SY-2QZAOZF0EI1EB,PROT STE SBE 25-49 USER,,27.18,
SY-2QZAOZU0EI1EA,EXP UPG-V PROTECTION SUITE,,19.31,
SY-2QZAOZZ0ER1EA,PROTECTION STE SBE RNWL A,,17.59,
SY-2QZAOZZ0ER1EC,PROT STE SBE 4 SUPPRT RENEW,,15.89,
SY-3DENWZF0EI1ES,BE 2012 AGT APPS&DBS ESSTL,,465.06,
SY-3DENWZF0EI1GS,BE 2012 AGT APPS&DBS ESSTL GOV,,475.72,
SY-3DENWZU0EI1ES,BE 2012 AGT APS&DBS UPG ESSTL,,336.09,
SY-3DENWZZ0EI1ES,BE 2012 AGT APPS DBS,,124.65,
SY-3DENWZZ0EI1GS,BE 2012 AGT APS&DBS ESL 2YR GV,,104.09,
SY-3DENWZZ0ER1ES,RNWL BU EX AGT APPS DBS ESTL,,188.44,
SY-4BI2WZX0EI1EB,MAIL SEC EXCHG AV AND AS 7,,23.08,
SY-4ENHWZF0EI1ES,BU EXEC 2012 LIB EXP,,474.50,
SY-4GMSOZC0EI1ED,PROT STE 4.0 ENT COMP UG LVL D,,22.34,
SY-4GMSOZC0EI3EA,STE ENT4.0COMP UPG 3YR,,73.28,
SY-4GMSOZF0EI1EA,PRTCTN ENT 4.0 PER USR 1-24 12,,62.67,
SY-4GMSOZF0EI1EB,PRTCN STE ENT 4 25-49 USER,,54.33,
SY-4GMSOZF0EI1ED,Protection Ste v.4.0 Ent 1 USR,,46.00,
SY-4GMSOZZ0ER1EB,PROT STE ENT USER RNWL ESS. B,,30.73,
SY-4GMSOZZ0ER3ED,PROT STE 4.0 ENT ESSTL 3YR,,69.71,
SY-4P1LWZZ1ER1ES,BCKUP EXEC 2014 LIB EXP OPT,,188.44,
SY-5C7DWZF1EI1ES,BCKUP EXEC 2014 EXCHN ARCH 10U,,115.13,
SY-5QJ1OZF0EI1EA,NTWRK ACC CNTRL 12.1 ESS 1-24U,,24.91,
SY-6128875125041,InfoMaker 12.5,,154.70,
SY-61288SS7015470,Standard Support for InfoMaker,,35.75,
SY-7SGAOZH0XI1EC,ENDPT PR SBE COMP UP 1YR 50-99,,14.32,
SY-7SGAOZH1XI1EA,ENDPT PRTC 2013 SBE XGRD 1-24,,13.93,
SY-7SGAOZH1XI1EB,ENDPT PRTCN 2013 SBE XGRD 25-4,,13.83,
SY-7SGAOZH1XI1ED,ENDPT PRO SBE 2013 1YR 100-249,,11.35,
SY-7SGAOZH2XI1EA,Endpoint Protection.cloud (5-2,,24.14,
SY-7SGAOZH2XI1EB,END PT PRT SBE 2013,,19.75,
SY-7SGAOZH2XI1ED,Endpoint PSB 2013 1yr support,,16.13,
SY-7SGAOZH2XI3EE,EP 2013 SBE W/ 24/7 COMP UPG,,26.39,
SY-7SGAOZT3XI1EA,Endpoint Protection Small Busi,,21.48,
SY-7SGAOZT3XI3EA,ENDPT PROT SBE HOSTED 3 YR,,48.27,
sy-7SGAWZH0XI1EA,ENDPT PROT CLOUD 5-24U,,24.14,
SY-7SGAWZH0XI1EB,ENDPT PROT CLOUD 25-49U,,22.93,
SY-8L4MWZF0EI1ES,SYSTEM RECOVERY 2013 SBE,,238.53,
SY-8L4MWZU0EI1ES,SYSTEM REC 13 SBS UPG,,167.20,
SY-ARRVWZU0EI1EA,MAIL SEC MS EXCH AV/AS 1U 12MO,,24.36,
SY-CPDIWZF0EI1ES,BE 2012 ENTERPRISE SVR ESSTL,,"1,399.86",
SY-CUOKXZF0EI1EA,ENDPT ENC PGP TECH 11 ESSL,,51.35,
SY-CUOKXZF0EI3EA,ENDPT ENCRY PGP 11.0 3YR ESS S,,71.26,
SY-DC2XWZF1EI1ES,DSKTP LAPTP 7.5 LIC 1-100U,,"1,927.38",
SY-DN6KWZF0EI1ES,SYSTEM RECOVERY 2013 VIRTUAL,,"1,189.49",
SY-DTKQWZF0EI3ES,BACKUP EXEC 2014 SBE 3 YR SUP,,609.37,
SY-DTKQWZF1EI1ES,BCKUP EXEC 2014 SBE W/ESSTL,,579.51,
SY-DTKQWZU1EI1ES,BCKUP EXEC SBE UPGRADE,,420.29,
SY-DTKQWZZ1ER1ES,BU EXEC 2014 SBE ESS SUP REN,,185.99,
SY-E39FWZF1EI1ES,BCKUP EXC 2014 AGT VMW HYPRV 1,,941.69,
SY-E39FWZU1EI1ES,BACKUP EXEC AGNT VM/HYPV UPG,,551.29,
SY-E39FWZZ1ER1ES,BU EXEC 2012 VMWARE/HYPR-V RNW,,299.10,
SY-F4GFOZC0E1EB,CUPG ENDPOINT PROT SBE 12.1,,7.19,
SY-F4GFOZC0EI1EA,ENDPT PRO SBE 12.1 COMP UPG -A,,10.69,
SY-F4GFOZC0EI1EB,CUPG ENDPOINT PROT SBE 12.1,,8.48,
SY-F4GFOZC0EI1ED,ENDPT PRO SBE 12.1 COMP UPG-D,,7.75,
SY-F4GFOZF0EI1EA,EP 12.1 SBE ESSTL 1-24U LIC,,21.97,
SY-F4GFOZF0EI1EB,EP SBE 12.1 ESSTL 25-49U LIC,,17.79,
SY-F4GFOZF0EI1EC,ENDPT PR SBE 12.1 1YR 50-99U,,17.04,
SY-F4GFOZF0EI1ED,ENPT PRO SML BUS 12.1 100-249,,16.15,
SY-F4GFOZF0EI3EA,ENDPOINT PROT SBE 12.1 3YR,,40.80,
SY-F4GFOZU0EI1EA,EP SB 12.1 ESSTL UG 1-24,,15.33,
SY-F4GFOZU0EI1EB,EP SBE 12.1 UPG ESSTL 25-49,,12.22,
SY-F4GFOZX0EI1EA,ENDPT PRTCN SBE XGRD 1YR 1-24U,,13.88,
SY-F4GFOZZ0ER1EA,EP SBE ESSTL RNWL 1-24,,15.37,
SY-F4GFOZZ0ER1EB,EP SBE 12.1 ESSTL RNWL 25-45,,11.89,
SY-F4GFOZZ0ER1EC,ENDPOINT PR SB ESSE SUP RNW,,11.27,
SY-F4GFOZZ0ER3EA,Endpoint Pr SM BU ESS SU RE 3Y,,35.83,
SY-JH5XLZF0EI1ES,BE 2012 AGT LINUX LIC W/ESSTL,,188.38,
SY-JH5XLZU0EI1ES,BE 2012 AGT LINUX UPG ESSTL,,137.70,
SY-JHRDLZU0EI1ES,BE 2012 REMOTE MED LNX UPG EST,,271.15,
SY-K3GPWZF0EI1ES,EXP BACKUP EXEC 15 AGT FOR WIN,,351.29,
SY-K3GPWZZ0ER1ES,BCKUP EXEC 15 AGNT FOR WIN REN,,111.57,
SY-KE1SWZF0EI1ES,BU EXEC 15 AGTS DTBS 12 MO SUP,,580.11,
SY-KE1SWZF0EI1GS,BE AGNT APPS/DATABASE 2015,,550.03,
SY-KE1SWZZ0ER1ES,BACKUP EXEC 15 APPS & DATABASE,,186.59,
SY-KIPWWZC0EI1ES,SYSTEM RECOVERY 2013 CUPG,,268.54,
SY-KIPWWZF0EI1ES,SYSTEM RECOVERY 2013 SERVER,,505.90,
SY-KIPWWZU0EI1ES,SYSTEM RCVRY 2013 SVR UPG,,284.91,
SY-KIPWWZZ0ER1ES,SYSTEM RECOVERY 2013 SVR RNWL,,112.91,
SY-KQKGWZF1EI1ES,BU EXEC 2014 SBE AGT FOR WIN,,463.03,
SY-L5Y8XZF0EI1EA,SY DRIVE ENCRYPT PGP 10.3,,63.13,
SY-LITGWZF0EI3ES,BCKUP EXEC 2014 APP & DATA 3YR,,741.24,
SY-LITGWZF1EI1ES,BCKUP EXEC 2014 AGNT APP/DTB,,633.17,
SY-LITGWZU1EI1ES,BU EXEC 2014 AGT FOR APP & DAT,,420.29,
SY-LITGWZZ1ER1ES,BCKUP EXEC AGNT APPS & DATA,,195.68,
SY-LQCXWZF0EI1ES,BE 2012 WIN SVR LIC W/ESSEN,,479.44,
SY-LQCXWZF0EI1GS,BE 2012 WIN SVR LIC ESSTL GOV,,475.72,
SY-LQCXWZU0EI1ES,BE 2012 WIN SVR UPG ESSTL,,336.09,
SY-LQCXWZUOBI1ES,BE 2012 WIN SVR UPG LIC BAS,,449.82,
SY-LQCXWZZ0EI1ES,BE 2012 SVR WIN PER SVR INTL,,124.65,
SY-LQCXWZZ0EI1GS,BE 2012 WIN SVR ESTL 2ND YR GV,,104.09,
SY-LQCXWZZ0ER1ES,RNWL BU EXEC 2012 SVR ESTL,,189.38,
SY-M9IYWZF0EI1ES,BE 15 SBE SVR 12M SUP,,580.11,
SY-MFYTWZZ0ER1ES,DSKTP LPTP OPT 7 ESSTL RNWL,,95.95,
SY-MLDZWZC1EI1ES,BE 2012 C-UPG V-RAY 2-6 CRS ES,,562.56,
SY-MLDZWZF1EI1ES,BE 2012 V-RAY 2-6 CORES ESSTL,,786.30,
SY-MLDZWZZ1ER1ES,BE 2012 VRAY ED RNWL 2-6 CORE,,308.89,
SY-MLJXWZF0BI1ES,BE 2012 AGENT WIN LIC BAS,,382.41,
SY-MLJXWZF0EI1ES,BE 2012 AGT WIN LIC ESSTL,,378.63,
SY-MLJXWZF0EI1GS,BE 2012 AGT WIN SVR ESSTL GOV,,284.49,
SY-MLJXWZU0EI1ES,BE 2012 AGT WIN UPG ESSTL,,207.15,
SY-MLJXWZZ0BRIES,BE 2012 AGENT FOR WIN RENEW BS,,91.92,
SY-MLJXWZZ0EI1ES,BE 2012 AGT WIN SVR ESSTL 12M,,74.54,
SY-MLJXWZZ0EI1GS,BE 2012 AGT WIN SVR ESL 2YR GV,,62.25,
SY-MLJXWZZ0ER1ES,RNWL BU EXEC AGNT WIN ESTL,,112.68,
SY-NNB0WZF0EI1ES,BE 2012 AGT VMWARE HYPERV ESTL,,469.76,
SY-NNB0WZZ0ER1ES,BE 2012 AGT VMW HYPERV RNWL ES,,314.89,
SY-NNOBWZZ0ER1EA,MAIL SEC AV 7.0 ESS RENEW,,13.24,
SY-NYDULZF0EI1ES,SYSTEM REC 2013 LINUX 1 YR SUP,,231.37,
SY-O1NCWZF0EI1EA,SYSTEM RCVRY 2011 DSKTOP ESTL,,48.66,
SY-O1NCWZU0EI1EA,SYS REC 2011 DSKTOP UPG ESSTL,,25.30,
SY-O5VYWZF0EI1ES,BE 2012 NDMP OPTN LIC ESSTL,,972.05,
SY-O5VYWZU0EI1ES,BE 2012 NDMP OPTION LIC UPG ES,,680.47,
SY-Q7K8OZS0BI1EB,MSG FILTER ANTISPAM 6.3 BAS,,16.46,
SY-Q8Q6WZC0EI1EA,SYSTEM RCVRY DSK 2013 COMP UPG,,33.40,
SY-Q8Q6WZF0EI1EA,SYSTEM RECOVERY 2013 DESKTOP,,48.47,
SY-Q8Q6WZU0EI1EA,SYSTEM RECOVERY 2013 DESKTOP,,33.07,
SY-Q8Q6WZU0EI1ED,SYST RCVRY 2013 DSKTP UPG,,,
SY-Q8Q6WZZ0ER1EA,SYSTEM RECOVERY 2013 DSK RNWL,,10.32,
SY-QOO6WZU0EI1ES,BE SBE 15 AGN FOR WIN V-UPG,,331.62,
SY-SIL0WZF0EI1ES,SYS RCVRY 2011 SVR ESS SUP LIC,,521.36,
SY-SIL0WZU0EI1ES,SYS REC 2011 WIN SVR UPG ESSTL,,272.09,
SY-SIL0WZZ0BR1ES,RNWL SYS REC 2011 WIN SVR BASC,,89.49,
SY-SUNGWZF0EI1ES,SYS REC SVR 2013 LIC,,552.35,
SY-TKS0WZF0EI1ES,BE SBE 2012 LIC W/ESSTL,,465.06,
SY-TKS0WZU0EI1ES,BACKUP EXEC SBE UPG ESSTL,,340.54,
SY-TKS0WZZ0ER1ES,BE 12 SBE RNWL ESSTL,,188.44,
SY-TUG2XZF0EI1EA,PGP 10.3 DSKTP EMAIL 5-24U 1YR,,113.75,
SY-V0OXWZF0EI1ES,EXP BACKUP EXEC 2012 OPTN,,705.82,
SY-V2ATWZF0EI1EA,SYS RCVRY DT 2013 12 MO,,49.04,
SY-V2ATWZU0EI1EA,SYST REC 13 DSKTP UPG 1 YR,,34.84,
SY-WA66XZF0EI1EA,PGP WHOLE DISK ENCR 10.2,,104.35,
SY-X6LTXZF0EI1EA,PGP DESKTOP EMAIL LIC 1 YR ESL,,136.36,
SY-XSENWZF0EI1ES,BU EXEC 15 FOR WIN SVR 12 MO,,580.11,
SY-XSENWZF0EI1GS,BACKUP EXEC WIN SVR 2015 GOV,,550.03,
SY-XSENWZU0EI1ES,BCKUP EXEC 2015 WIN SVR V-UPG,,415.04,
SY-XSENWZZ0ER1ES,BE 15 SVR RNW ESS 12M SUP,,186.59,
SY-Z2XJWZF1EI1ES,BCKUP EXEC 2014 AGT FOR WIN,,351.29,
SY-Z2XJWZU1EI1ES,BE AGENT WIN 2014 UPGRADE,,251.33,
SY-Z2XJWZZ1ER1ES,BCKUP EXEC AGENT FOR WIN RNWL,,117.01,
SZ-CDPGD12,COMPUTRCE DATAPRTCT 1YR LIC,,24.60,
SZ-ELITE,ELITE MEMBERSHIP,,,
TH-2064,ResearchSoft Endnote X4 Mac,,178.54,
TH-30579665,EndNote X6 for Mac - Academic,,98.17,
TH-30579673,EndNote X6 - Academic,,95.59,
TH-30582377,EndNote X6 for Mac - Upgrade,,91.37,
TH-30582378,EndNote X6 for Mac,,176.82,
TH-30582387,EndNote X6 - Upgrade,,92.13,
TH-30582388,EndNote X6,8.00,171.71,"1,373.64"
TH-6126,RESEARCHSOFT REFERENCE MAN 12,,180.38,
TH-6702,Reference Manager 12 (5 Users),,800.39,
TM-CMNM0002,WORRY FREE BUS SEC ADV 1U,,51.53,
TM-CMNN0101,WORRY-FREE BUS SEC ADV 2-25U,,38.42,
TM-CMNN0102,WORY FREE BUS SEC ADV 26-50,,36.20,
TM-CMNN0103,WORRY FREE ADV ONE YR 51-250 U,,35.28,
TM-CMRM0014,WORRY FREE SEC ADV REN 2-25,,39.54,
TM-CMRM0015,2YR RNWL WORRY-FREE SEC 26-50U,,38.05,
TM-CMRM0016,WRY FREE SEC ADV 2Y RNW 51-250,,31.11,
TM-CMRM0018,WORRY FREE BUS SEC ADV RNW 1U,,29.22,
TM-CMRN0044,WF BUS SEC ADV RNWL 2-25U,,22.43,
TM-CMRN0045,WORRY FREE ADV SEC 26-50 RNWL,,21.00,
TM-CMRN0046,WORRY FREE BUS SEC ADV MNT,,19.41,
TM-CMRO0001,3YR RNWL ADV WFBS 2-25U,,59.42,
TM-CMRO0003,WYFR BUS SEC ADV 51-250 3YR RE,,56.38,
TM-CMTN0004,WORRYFREEBUSSEC ADV 3YR 2-25U,,60.28,
TM-CMTN0005,WF BUS SEC ADV 26-50 U,,57.53,
TM-CMTQ0000,WORRY FREE BUS SEC ADV XGD 3YR,,54.77,
TM-CMUM0000,WFBS ADV UPG-C 2-25 U,,25.93,
TM-CMUM0001,WF BUS SEC ADV UPG 26-50U,,18.09,
TM-CMUM0002,WORRY FREE BUS SEC ADV CU 51+,,19.51,
TM-CMYN0014,WRRY FREE BUS SEC ADV 2 YR,,50.29,
TM-CMYN0015,WORRY-FREE SEC ADV 2YR 26-50U,,47.47,
TM-CMYN0016,WOR FREE SEC ADV 2YR 51-250U,,47.15,
TM-CSNM0051,WORRYFREE BUS SEC 1U,,30.63,
TM-CSNN0099,WOR-FREE BUS SEC STD 1YR 2-25U,,23.39,
TM-CSNN0100,WORRYFREE BUS SEC S 1 YR 26-50,,22.15,
TM-CSNN0101,WORRY FREE BUS SEC STD 51-250U,,19.51,
TM-CSRM0007,2YR RENWL WORRY-FREE STD 2-25U,,24.12,
TM-CSRM0008,2YR RNWL WFBS STD 26-50U,,23.09,
TM-CSRM0009,2 YR RNWL WFBS STD 51-250U,,20.60,
TM-CSRN0051,WRY-FREE BUS SEC STN MNT RNWL,,13.66,
TM-CSRN0052,1 YR RNWL WRY FREE STD 26-50,,12.65,
TM-CSRN0053,WRRY FREE BUS SEC STD MNT V,,11.70,
TM-CSRO0003,3YR RNWL WFBS STD 2-25U,,35.88,
TM-CSTA0004,WFBS STD 3YR GOVT,,28.18,
TM-CSTN0004,WORRY-FREE BUS STD 3YR 2-25U,,36.64,
TM-CSTN0005,WORRY-FREE BUS SEC STD 3YR NEW,,35.63,
TM-CSTN0017,WRRYFREE BUS SEC STD 24/7 SUP,,41.16,
TM-CSTS0000,WORRY FREE BUS SEC STD 3YR,,25.00,
TM-CSUA0014,WORRY FREE XU,,12.00,
TM-CSUN0014,WF BUS SEC STD UPG-COMP 2-25U,,16.09,
TM-CSUN0015,WF BUS SEC STD UPG 26-50U 1YR,,13.90,
TM-CSYN0004,WORRY-FREE BUS SEC STD 3YR,,36.40,
TM-CSYN0008,WORRY FREE BUS SEC STD 2-25 2,,30.73,
TM-CSYN0009,2YR NEW WFBS STD 25-50U,,28.81,
TM-CSYN0010,WORRY-FREE BUS SEC 2YR 51-250,,27.12,
TM-CSYV0000,WORRY FREE STD 2YR 2-25U ACAD,,23.77,
TM-EENN0035,Tre Mic  Enc 5-25,,53.50,
TM-EINN0079,TREND ENCRYPTN BNDL 5-25U,,60.53,
TM-EINN0088,ENDPOINT ENCRYPTION BNDL 5-25U,,19.79,
TM-ENNM0033,ENTERPRISE SECURITY UPG 5-25,,19.75,
TM-ENNM0035,UPG ENT SEC ENDPT ADV 51-250U,,24.00,
TM-ENNN0203,ENTERPRISE SEC. EP ADV,,43.60,
TM-ENRN0202,ENT SEC FOR ENDPTS ADV RNWL,,20.40,
TM-PCNM0033,SMART SURFING FOR MAC,,46.67,
TM-PCNN0292,INTERNET SECURITY 2010,3.00,,
TM-PSNN0246,ENHNCD SPRT 1YR 24x7 WFBS 2-25,,3.58,
TM-SSNN0067,SCANMAIL SUITE MS EXCH 5-25 U,,31.65,
TM-TIN60064,Titanium Maximum Security 2015,,64.96,
tm-tinm0001,Titanium Internet Sec 2011,,7.10,
TM-TINM0002,Titanium Maximum Security 2011,,,
TM-TINM0024,TITANIUM MAXIMUM SEC 2012,,12.00,
TM-TINM0025,TITANIUM INTERNET SEC 2012 3U,20.00,13.50,270.00
TM-TINM0135,Titanium Antivirus + Security,2.00,28.64,57.28
TM-TINN0183,TITANIUM MAXIMUM SECUR 2014 3U,,69.86,
TM-TINN0184,Titanium Antivirus + 2014 - 1,,27.38,
TM-TINN0194,TITANIUM INT SEC 2014,,14.19,
TM-TINQ0054,Titanium Anivirus + 2013 - 3 U,,42.47,
TM-TINQ0055,Trend Micro IS 2013 3 U,,63.93,
TM-TINX0021,Titanium Anivirus + 2013,,28.27,
TM-WFNN0040,WORRY FREE BUS SEC SVCS 2-25U,,22.91,
TM-WFNN0041,WF BUS SEC SVCS 26-50U,,20.80,
TM-WFNN0042,WORRY FREE SEC SVCS 1Y 51-250,,17.36,
TM-WFRM0005,WRYFR BUS SEC 3YR MNT 26-50,,42.44,
TM-WFRM0006,WRRYFREE BUS SEC SERV 3YR REN,,39.83,
TM-WFRN0019,WORRY FREE BUS SEC SVCS 1Y,,23.40,
TM-WFRN0021,MNT WORRY FREE BIZ SEC SVC 51+,,18.18,
TM-WFTD0000,WORRY FREE BUS SEC COMP UPG,,34.94,
TM-WFTN0006,WRRYFREE BUS SEC 1U 3YR,,38.55,
TM-WFUN0004,WFBS SVCS CUPG 2-25U,,15.31,
TM-WFUN0005,WFBS SVCS COMP UPG 26-50U 1YR,,12.74,
TM-WFYN0004,WRRYFREE BSS 2 YR MNTN 1 USR,,38.70,
TM-WFYN0006,WRRYFREE BUS 2 YR MNTNCE 1U,,29.97,
TS-CAMS017,Camstasia Studio 7,,240.77,
TS-CAMS018,Camtasia Studio 8,,245.49,
TS-CAMS018E,CAMTASIA STUDIO 8 ESD,,238.56,
TS-CAMS01U7,Camstasia Studio 7 Upgrade,,110.36,
TS-CAMS01U7E,CAMTASIA 7 UPG ESD,,122.75,
TS-CAMS01U8,Camtasia Studio 8 Upgrade,,119.61,
TS-CAMS01U8E,CAMTASIA STUDIO 8 UPG,,119.29,
TS-CAMS096E,CAMTASIA STUDIO 6 ESD,,190.81,
TS-CMAC011,Camstasia for Mac 6,,79.52,
TS-CMAC011E,CAMTASIA MAC ESD 1U,,79.72,
TS-CMAC012,Camtasia for Mac 2,,,
TS-CMAC012E,CAMTASIA FOR MAC 2 ESD,,79.52,
TS-CMAC091E,CAMTASIA MAC EST 5-9 U,,81.28,
TS-CSBN01E11E,CAMTASIA SNAGIT 8/11 BDL,,266.01,
TS-CSBN01U710E,CAM STUD SNAG BUND UPG ESD,,130.45,
TS-MMAN013E,MORAE 3 MANAGER,,"1,063.23",
TS-MOBS013E,MORAE 3 OBSERVER ESD,,160.10,
TS-MOR013,MORAE STD 3 BUNDLE 1-4 U,,"1,227.44",
TS-MOR013E,MORAE STD 3 BUNDLE ESD 1U,,"1,227.44",
TS-MREC013E,MORAE 3 RECORDER ESD,,160.10,
TS-SNAG0111,Snagit 11 Full,,40.38,
TS-SNAG0111E,SNAGIT 11 DOWNLOAD,,40.38,
TS-SNAG0112,SNAGIT 12,,39.85,
